hour,demand_kw,pv_factor
0,451.1605698361348,0.0
1,443.5408283859458,0.0
2,452.97226245720833,0.0
3,463.47635827689635,0.0
4,442.39015950332004,0.0
5,336.39035651660987,0.0
6,358.1505537860887,0.0
7,168.2092167498349,0.24404995273935826
8,153.36630736878058,0.47146830451114535
9,165.51072052303158,0.6667568704687101
10,121.63898768625046,0.8166070575716587
11,121.61124295715692,0.9108068232080684
12,130.10354725879242,0.9429366090222908
13,104.24063706410644,0.9108068232080684
14,106.50098600984361,0.8166070575716589
15,120.45254964910833,0.6667568704687101
16,263.4460265559869,0.47146830451114535
17,279.3709679911433,0.2440499527393585
18,264.7037110937455,1.1547643000380076e-16
19,343.45235558397655,0.0
20,377.9877852270587,0.0
21,357.6906843941616,0.0
22,446.0103384562551,0.0
23,428.10302176543854,0.0
24,438.66367365376755,0.0
25,446.52733742458815,0.0
26,431.3843434190021,0.0
27,449.7046425682178,0.0
28,437.9886020690441,0.0
29,335.6968303152957,0.0
30,331.97667596606226,0.0
31,181.2260047669893,0.24413474385974357
32,158.83669985602683,0.47163210837718567
33,146.30613540541123,0.6669885241176335
34,137.0694721875439,0.8168907741901167
35,112.54880944265338,0.9111232679773771
36,129.70529638236272,0.9432642167543714
37,103.68289175574833,0.9111232679773771
38,111.26070065552447,0.8168907741901168
39,129.56126807273512,0.6669885241176335
40,284.4592876516071,0.47163210837718567
41,277.65410806594184,0.24413474385974382
42,274.2099093030033,1.1551655037984763e-16
43,356.7837331727945,0.0
44,342.65471363545686,0.0
45,351.75884701912946,0.0
46,439.66860109655227,0.0
47,457.88173306269675,0.0
48,449.3084859734621,0.0
49,424.0285846342877,0.0
50,449.0740741313781,0.0
51,440.5640791336447,0.0
52,437.062002494969,0.0
53,346.52873756029277,0.0
54,351.56061636415376,0.0
55,170.17002803605172,0.2442238862555003
56,148.92405632798568,0.47180431826174307
57,155.28411809644277,0.6672320656719493
58,131.17089446216863,0.8171890504597358
59,138.90227481079418,0.9114559519274495
60,121.44564243118239,0.9436086365234863
61,124.96782556536007,0.9114559519274495
62,113.91971359725353,0.8171890504597359
63,112.84125379635782,0.6672320656719493
64,285.34106532026976,0.47180431826174307
65,291.8656357943893,0.24422388625550054
66,274.7266339925754,1.1555872963662856e-16
67,372.4303057497943,0.0
68,364.7275432756616,0.0
69,352.6464739198285,0.0
70,449.5218137647415,0.0
71,463.64150529623214,0.0
72,444.73649130115024,0.0
73,463.9421276402377,0.0
74,413.7294625213927,0.0
75,455.0292338229723,0.0
76,446.2109685893277,0.0
77,335.5863146671484,0.0
78,340.2755321911648,0.0
79,135.13717437138558,0.24431735351181272
80,156.35193869254616,0.47198488313531217
81,163.27335220473725,0.6674874229650389
82,144.92512961417523,0.8175017979948197
